6.9063,6.9018,6.8882,6.8658,6.8348,6.7954,6.748,6.6932,6.6314,6.5634,6.4897,6.4111,6.3284,6.2424,6.154,6.0641,5.9735,5.8832,5.7941,5.707,5.6228,5.5425,5.4666,5.3961,5.3317,5.2739,5.2234,5.1806,5.1461,5.12,5.1028,5.0945,5.0952,5.105,5.1238,5.1513,5.1873,5.2314,5.2831,5.3421,5.4076,5.479,5.5557,5.6368,5.7215,5.809,5.8984,5.9888,6.0793,6.169,6.2571,6.3426,6.4246,6.5024,6.5752,6.6423,6.7029,6.7565,6.8026,6.8406,6.8702,6.8911,6.9032
6,6.0998,6.1987,6.2955,6.3894,6.4794,6.5646,6.6442,6.7174,6.7833,6.8415,6.8912,6.932,6.9636,6.9854,6.9975,6.9996,6.9917,6.9738,6.9463,6.9093,6.8632,6.8085,6.7457,6.6755,6.5985,6.5155,6.4274,6.335,6.2392,6.1411,6.0416,5.9416,5.8423,5.7445,5.6492,5.5575,5.4702,5.3881,5.3122,5.2432,5.1817,5.1284,5.0838,5.0484,5.0225,5.0063,5.0001,5.0038,5.0175,5.0411,5.0742,5.1165,5.1677,5.2272,5.2945,5.3687,5.4493,5.5354,5.6261,5.7206,5.8178,5.9169
1.5774,1.5795,1.5858,1.5963,1.6107,1.6291,1.6512,1.6768,1.7056,1.7373,1.7717,1.8083,1.8469,1.887,1.9282,1.9701,2.0123,2.0545,2.096,2.1366,2.1759,2.2134,2.2487,2.2816,2.3116,2.3386,2.3621,2.3821,2.3982,2.4103,2.4184,2.4223,2.4219,2.4173,2.4086,2.3958,2.379,2.3584,2.3343,2.3068,2.2762,2.2429,2.2072,2.1694,2.1299,2.0891,2.0474,2.0052,1.963,1.9212,1.8801,1.8403,1.802,1.7657,1.7318,1.7005,1.6722,1.6472,1.6258,1.608,1.5942,1.5845,1.5788
